AssetName,PackageName,Class,Path,Depth,SizeBytes,Mode,ParentPackage,IsCircular,IsUnusedCandidate
NS_Hit_Sword_Red,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,NiagaraSystem,/Game/07_FX/CombatVFX/SlashHitVFX/NS,1,3119823,Dependencies,/Game/01_Character/01_Player/BP_CPlayer,false,false
Sfx_Hit_Sword_Cue,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/SFX/Sfx_Hit_Sword_Cue,SoundCue,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/SFX,2,4506,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
NE_noise_burst,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/NE/NE_noise_burst,NiagaraEmitter,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/NE,2,459829,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_Basic_center04,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_Basic_center04,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,9280,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_ParticleSubUV_Stamp_HitSword_22,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_ParticleSubUV_Stamp_HitSword_22,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,9946,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_Basic_Circle_Stick,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_Basic_Circle_Stick,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,9924,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_Basic_Circle_Fist,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_Basic_Circle_Fist,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,8959,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_Basic_Circle_Block,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_Basic_Circle_Block,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,9991,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
MI_Vfx_Basic_center_Flash01,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI/MI_Vfx_Basic_center_Flash01,MaterialInstanceConstant,/Game/07_FX/CombatVFX/SlashHitVFX/__GenericSource/Material/MI,2,8947,Dependencies,/Game/07_FX/CombatVFX/SlashHitVFX/NS/NS_Hit_Sword_Red,false,false
NS_Impact_Lightning_BlockHit,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,NiagaraSystem,/Game/07_FX/ImpactVFX/Niagara,1,2949462,Dependencies,/Game/01_Character/01_Player/BP_CPlayer,false,false
M_Smoke_2,/Game/07_FX/ImpactVFX/Materials/M_Smoke_2,Material,/Game/07_FX/ImpactVFX/Materials,2,55436,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
M_Lightning,/Game/07_FX/ImpactVFX/Materials/M_Lightning,Material,/Game/07_FX/ImpactVFX/Materials,2,36046,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
M_Lensflare_Flicker,/Game/07_FX/ImpactVFX/Materials/M_Lensflare_Flicker,Material,/Game/07_FX/ImpactVFX/Materials,2,25279,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
M_Impact_Ref_1,/Game/07_FX/ImpactVFX/Materials/M_Impact_Ref_1,Material,/Game/07_FX/ImpactVFX/Materials,2,34667,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
M_Glow_Flicker,/Game/07_FX/ImpactVFX/Materials/M_Glow_Flicker,Material,/Game/07_FX/ImpactVFX/Materials,2,29949,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
M_Glow_Back,/Game/07_FX/ImpactVFX/Materials/M_Glow_Back,Material,/Game/07_FX/ImpactVFX/Materials,2,13872,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_BlockHit,false,false
NS_Impact_Lightning_Parry,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,NiagaraSystem,/Game/07_FX/ImpactVFX/Niagara,1,3113029,Dependencies,/Game/01_Character/01_Player/BP_CPlayer,false,false
M_Smoke_2,/Game/07_FX/ImpactVFX/Materials/M_Smoke_2,Material,/Game/07_FX/ImpactVFX/Materials,2,55436,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
M_Lightning,/Game/07_FX/ImpactVFX/Materials/M_Lightning,Material,/Game/07_FX/ImpactVFX/Materials,2,36046,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
M_Lensflare_Flicker,/Game/07_FX/ImpactVFX/Materials/M_Lensflare_Flicker,Material,/Game/07_FX/ImpactVFX/Materials,2,25279,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
M_Impact_Ref_1,/Game/07_FX/ImpactVFX/Materials/M_Impact_Ref_1,Material,/Game/07_FX/ImpactVFX/Materials,2,34667,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
M_Glow_Flicker,/Game/07_FX/ImpactVFX/Materials/M_Glow_Flicker,Material,/Game/07_FX/ImpactVFX/Materials,2,29949,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
M_Glow_Back,/Game/07_FX/ImpactVFX/Materials/M_Glow_Back,Material,/Game/07_FX/ImpactVFX/Materials,2,13872,Dependencies,/Game/07_FX/ImpactVFX/Niagara/NS_Impact_Lightning_Parry,false,false
Sword_Defense_Impact_03,/Game/99_Environment/WeaponMaster/wav/2_WM_Stereo/Sword_Defense_Impact_03,SoundWave,/Game/99_Environment/WeaponMaster/wav/2_WM_Stereo,1,169415,Dependencies,/Game/01_Character/01_Player/BP_CPlayer,false,false
